"","Amnt_hunting_fac","Education_fac","Gender","Years_Hunted"
"2093","Increased","High_School","Male",7
"2094","Decreased","College_Degree","Male",25
"2095","Stayed about the same","High_School","Male",30
"2096","Decreased","High_School","Male",10
"2097","Stayed about the same","Advanced_Degree","Male",8
"2098","Stayed about the same","College_Degree","Male",25
"2099","Stayed about the same","College_Degree","Male",35
"2100","Decreased","College_Degree","Male",5
"2101","Increased","Advanced_Degree","Male",22
"2102","Stayed about the same","Advanced_Degree","Male",12
"2103","Decreased","High_School","Male",50
"2104","Stayed about the same","High_School","Male",20
"2105","Increased","High_School","Male",40
"2106","Stayed about the same","College_Degree","Male",10
"2107","Stayed about the same","High_School","Male",20
"2108","Stayed about the same","High_School","Male",27
"2109","Decreased","College_Degree","Male",31
"2110","Increased","College_Degree","Male",4
"2111","Stayed about the same","Advanced_Degree","Male",38
"2112","Decreased","High_School","Male",40
"2113","Stayed about the same","High_School","Male",35
"2114","Stayed about the same","High_School","Male",45
"2115","Stayed about the same","College_Degree","Male",10
"2116","Decreased","High_School","Male",11
"2117","Decreased","College_Degree","Male",40
"2118","Decreased","High_School","Male",43
"2119","Decreased","High_School","Male",30
"2120","Stayed about the same","Advanced_Degree","Male",45
"2121","Increased","Advanced_Degree","Male",15
"2122","Increased","High_School","Male",30
"2123","Stayed about the same","College_Degree","Female",8
"2124","Decreased","College_Degree","Male",10
"2125","Increased","High_School","Male",12
"2126","Decreased","College_Degree","Male",8
"2127","Decreased","High_School","Male",39
"2128","Decreased","College_Degree","Male",37
"2129","Stayed about the same","High_School","Male",41
"2130","Increased","College_Degree","Male",30
"2131","Increased","High_School","Male",1
"2132","Decreased","High_School","Male",11
"2133","Decreased","College_Degree","Male",15
"2134","Decreased","Advanced_Degree","Male",3
"2135","Stayed about the same","High_School","Male",10
"2136","Decreased","High_School","Male",10
"2137","Decreased","High_School","Male",30
"2138","Stayed about the same","High_School","Male",4
"2139","Increased","High_School","Male",3
"2140","Stayed about the same","High_School","Male",2
"2141","Stayed about the same","Advanced_Degree","Male",17
"2142","Decreased","High_School","Male",32
"2143","Increased","College_Degree","Male",13
"2144","Increased","High_School","Male",25
"2145","Stayed about the same","Advanced_Degree","Male",25
"2146","Increased","High_School","Male",54
"2147","Stayed about the same","College_Degree","Male",10
"2148","Stayed about the same",NA,"Male",6
"2149","Increased","High_School","Male",7
"2150","Stayed about the same","College_Degree","Male",12
"2151","Increased","High_School","Male",30
"2152","Increased","High_School","Male",5
"2153","Increased","High_School","Male",25
"2154","Increased","High_School","Male",5
"2155","Decreased","High_School","Male",17
"2156","Stayed about the same","High_School","Male",44
"2157","Increased","College_Degree","Male",7
"2158","Increased","High_School","Male",20
"2159","Increased","High_School","Male",10
"2160","Stayed about the same","College_Degree","Male",5
"2161",NA,"High_School","Male",23
"2162","Decreased","College_Degree","Male",20
"2163","Stayed about the same","College_Degree","Male",6
"2164","Increased","College_Degree","Male",3
"2165","Stayed about the same","College_Degree","Male",40
"2166","Increased","High_School","Male",11
"2167","Decreased","College_Degree","Male",13
"2168","Increased","Advanced_Degree","Male",4
"2169","Stayed about the same","College_Degree","Male",2
"2170","Stayed about the same","High_School","Male",3
"2171","Stayed about the same","College_Degree","Male",3
"2172","Stayed about the same","High_School","Male",1
"2173","Stayed about the same","College_Degree","Male",12
"2174","Stayed about the same","High_School","Male",1
"2175","Stayed about the same","College_Degree","Male",16
"2176","Stayed about the same","Advanced_Degree","Male",2
"2177","Increased","Advanced_Degree","Male",55
"2178","Increased","College_Degree","Male",4
"2179","Increased","High_School","Male",3
"2180","Increased","College_Degree","Male",1
"2181","Stayed about the same","College_Degree","Male",1
"2182",NA,"College_Degree","Male",2
"2183",NA,"College_Degree","Male",1
"2184","Stayed about the same","High_School","Male",4
"2185","Decreased",NA,"Female",1
"2186","Stayed about the same","College_Degree","Male",1
"2187","Decreased","High_School","Male",1
"2188","Stayed about the same","Advanced_Degree","Male",3
"2189","Stayed about the same","College_Degree","Male",1
"2190","Decreased","Advanced_Degree","Female",1
"2191","Decreased","College_Degree","Male",1
"2192","Stayed about the same","College_Degree","Male",1
"2193",NA,"High_School","Male",1
"2194","Increased","College_Degree","Male",1
"2195","Stayed about the same","College_Degree","Male",8
"2196","Decreased","High_School","Male",6
"2197",NA,"Advanced_Degree","Male",1
"2198","Stayed about the same","College_Degree","Male",2
"2199","Increased","Advanced_Degree","Male",2
"2200","Stayed about the same","High_School","Male",3
"2201","Stayed about the same","High_School","Male",1
"2202","Stayed about the same","College_Degree","Male",1
"2203","Stayed about the same","Advanced_Degree","Male",6
"2204","Decreased","College_Degree","Male",1
"2205","Stayed about the same","Advanced_Degree","Male",40
"2206","Stayed about the same","College_Degree","Male",1
"2207","Stayed about the same","College_Degree","Male",5
"2208","Increased","High_School","Male",1
"2209","Stayed about the same","Advanced_Degree","Male",10
"2210","Stayed about the same","College_Degree","Male",15
"2211","Decreased","College_Degree","Male",10
"2212","Increased","High_School","Male",1
"2213","Stayed about the same","College_Degree","Male",32
"2214","Increased","High_School","Male",99
"2215","Stayed about the same","Advanced_Degree","Male",10
"2216","Increased","Advanced_Degree","Male",10
"2217","Stayed about the same","College_Degree","Male",8
"2218","Decreased","College_Degree","Male",25
"2219","Decreased","High_School","Female",3
"2220","Stayed about the same","College_Degree","Male",4
"2221","Stayed about the same","College_Degree","Male",9
"2222","Stayed about the same","Advanced_Degree","Male",15
"2223","Decreased","Advanced_Degree","Male",3
"2224","Stayed about the same","College_Degree","Male",2
"2225","Stayed about the same","High_School","Male",30
"2226","Stayed about the same","High_School","Male",30
"2227","Stayed about the same","College_Degree","Male",30
"2228","Increased","High_School","Male",3
"2229","Decreased","College_Degree","Male",2
"2230","Stayed about the same","High_School","Male",1
"2231","Increased","Advanced_Degree","Male",3
"2232","Stayed about the same","High_School","Male",6
"2233","Decreased","Advanced_Degree","Male",7
"2234","Stayed about the same","High_School","Male",2
"2235","Stayed about the same","College_Degree","Male",10
"2236","Stayed about the same","Advanced_Degree","Male",10
"2237","Decreased","College_Degree","Male",3
"2238","Increased","College_Degree","Male",8
"2239","Decreased","Advanced_Degree","Male",19
"2240","Decreased","College_Degree","Male",20
"2241","Stayed about the same","Advanced_Degree","Male",2
"2242","Increased","Advanced_Degree","Male",3
"2243","Increased","College_Degree","Male",1
"2244","Decreased","High_School","Male",2
"2245","Stayed about the same","College_Degree","Male",3
"2246","Increased","College_Degree","Male",2
"2247","Stayed about the same","College_Degree","Male",30
"2248","Decreased","College_Degree","Male",10
"2249","Decreased","Advanced_Degree","Male",25
"2250","Decreased","College_Degree","Male",10
"2251","Stayed about the same","High_School","Male",1
"2252","Decreased",NA,"Male",2
"2253","Increased","High_School","Male",17
"2254","Increased","High_School","Male",8
"2255","Decreased","High_School","Male",40
"2256","Increased","High_School","Male",30
"2257","Stayed about the same","High_School","Male",30
"2258","Increased","College_Degree","Male",45
"2259","Stayed about the same","Advanced_Degree","Male",25
"2260","Increased","High_School","Male",20
"2261","Stayed about the same","High_School","Male",40
"2262","Decreased","College_Degree","Male",38
"2263","Increased","High_School","Male",19
"2264","Decreased","High_School","Male",38
"2265","Stayed about the same","High_School","Male",14
"2266","Stayed about the same","College_Degree","Male",37
"2267","Decreased","High_School","Female",12
"2268","Decreased","High_School","Male",47
"2269","Stayed about the same","High_School","Male",52
"2270","Increased","High_School","Male",6
"2271","Stayed about the same","College_Degree","Male",10
"2272","Increased","High_School","Male",1
"2273","Stayed about the same","High_School","Male",6
"2274","Decreased","High_School","Male",31
"2275","Stayed about the same","High_School","Male",35
"2276","Increased","High_School","Male",99
"2277","Increased","High_School","Male",10
"2278","Decreased","High_School","Male",20
"2279","Stayed about the same","High_School","Male",2
"2280","Decreased","High_School","Male",5
"2281","Stayed about the same","College_Degree","Male",6
"2282","Stayed about the same","High_School","Male",2
"2283","Decreased","High_School","Male",39
"2284","Decreased","High_School","Male",6
"2285","Stayed about the same","College_Degree","Male",20
"2286","Decreased","Advanced_Degree","Male",30
"2287","Increased","High_School","Male",38
"2288","Stayed about the same","College_Degree","Male",4
"2289","Decreased","High_School","Male",39
"2290","Decreased","College_Degree","Male",23
"2291","Stayed about the same","High_School","Male",10
"2292","Stayed about the same","High_School","Male",3
"2293","Stayed about the same","High_School","Male",7
"2294","Increased","High_School","Male",20
"2295","Stayed about the same","High_School","Male",1
"2296","Stayed about the same","College_Degree","Male",2
"2297","Decreased","High_School","Male",50
"2298","Decreased","College_Degree","Male",99
"2299","Increased","High_School","Male",60
"2300","Decreased","College_Degree","Male",50
"2301","Stayed about the same","High_School","Male",5
"2302","Increased","High_School","Male",25
"2303","Increased","College_Degree","Male",4
"2304","Stayed about the same","High_School","Male",20
"2305","Decreased","High_School","Male",48
"2306","Decreased","College_Degree","Male",14
"2307","Stayed about the same","High_School","Male",15
"2308","Decreased","High_School","Male",25
"2309","Decreased","High_School","Male",25
"2310","Stayed about the same","High_School","Male",50
"2311","Decreased",NA,"Male",50
"2312","Stayed about the same","College_Degree","Male",35
"2313","Stayed about the same",NA,"Male",4
"2314","Decreased","High_School","Male",62
"2315","Stayed about the same","High_School","Male",10
"2316","Decreased","Advanced_Degree","Male",53
"2317","Increased","High_School","Male",99
"2318","Stayed about the same","High_School","Male",22
"2319",NA,"High_School","Male",20
"2320","Decreased","College_Degree","Male",15
"2321","Decreased","High_School","Male",45
"2322","Decreased","College_Degree","Female",10
"2323","Increased","High_School","Male",25
"2324","Decreased",NA,"Male",7
"2325","Stayed about the same","High_School","Male",38
"2326","Increased","High_School","Male",99
"2327","Increased","High_School","Male",33
"2328","Stayed about the same","High_School","Male",4
"2329","Stayed about the same","High_School","Male",12
"2330","Decreased","High_School","Male",32
"2331","Stayed about the same","Advanced_Degree","Male",20
"2332","Decreased","High_School","Male",20
"2333","Increased","High_School","Male",10
"2334","Stayed about the same","High_School","Male",35
"2335","Stayed about the same","High_School","Male",5
"2336","Stayed about the same","High_School","Male",18
"2337","Stayed about the same","High_School","Male",60
"2338","Decreased","High_School","Male",5
"2339","Stayed about the same","High_School","Male",20
"2340","Stayed about the same","Advanced_Degree","Male",10
"2341","Stayed about the same","High_School","Male",30
"2342","Decreased","High_School","Male",42
"2343","Stayed about the same","High_School","Male",4
"2344","Decreased","College_Degree","Male",7
"2345","Decreased","High_School","Male",35
"2346","Decreased","College_Degree","Male",50
"2347","Increased","High_School","Male",50
"2348","Decreased","High_School","Male",21
"2349","Decreased","High_School","Male",30
"2350","Stayed about the same","College_Degree","Male",32
"2351","Decreased","High_School","Male",65
"2352","Decreased","High_School","Male",10
"2353","Stayed about the same","College_Degree","Male",20
"2354","Decreased","High_School","Male",53
"2355","Stayed about the same","Advanced_Degree","Male",30
"2356","Decreased","High_School","Male",3
"2357","Increased","High_School","Male",5
"2358","Increased","College_Degree","Male",56
"2359","Decreased","High_School","Female",4
"2360","Decreased","High_School","Male",20
"2361","Decreased","High_School","Male",50
"2362","Increased","High_School","Male",40
"2363","Increased","Advanced_Degree","Male",45
"2364","Increased","High_School","Male",29
"2365","Stayed about the same","High_School","Male",20
"2366","Increased","College_Degree","Male",8
"2367","Decreased","High_School","Male",32
"2368","Stayed about the same","High_School","Male",40
"2369","Decreased","High_School","Male",19
"2370","Decreased",NA,"Male",4
"2371","Increased","Advanced_Degree","Male",40
"2372","Increased","Advanced_Degree","Male",2
"2373","Stayed about the same","High_School","Male",12
"2374","Decreased","High_School","Male",40
"2375","Stayed about the same","High_School","Male",1
"2376","Increased","High_School","Male",1
"2377","Decreased","Advanced_Degree","Male",25
